日期,TQI值,检测日期,年份,月份,距2021年,是否异常,年月,TQI左高低,TQI右高低,TQI左轨向,TQI右轨向,TQI轨距,TQI三角坑,TQI水平,plane,elevation
2021-10-10,2.66,2021-10-10,2021,10,0,False,2021-10,0.41,0.37,0.42,0.37,0.35,0.43,0.31,1.1400000000000001,1.52
2021-10-23,2.74,2021-10-23,2021,10,0,False,2021-10,0.46,0.42,0.39,0.35,0.35,0.43,0.34,1.0899999999999999,1.65
2021-11-01,2.7,2021-11-01,2021,11,0,False,2021-11,0.38,0.37,0.45,0.36,0.4,0.43,0.31,1.21,1.49
2021-11-09,1.41,2021-11-09,2021,11,0,False,2021-11,0.39,0.34,0.0,0.0,0.0,0.4,0.28,0.0,1.4100000000000001
2021-11-16,2.87,2021-11-16,2021,11,0,False,2021-11,0.48,0.47,0.47,0.35,0.39,0.4,0.31,1.21,1.6600000000000001
2021-11-24,1.56,2021-11-24,2021,11,0,False,2021-11,0.43,0.39,0.0,0.0,0.0,0.43,0.31,0.0,1.56
2021-12-03,2.9,2021-12-03,2021,12,0,False,2021-12,0.45,0.47,0.48,0.36,0.4,0.43,0.31,1.24,1.66
2021-12-11,2.82,2021-12-11,2021,12,0,False,2021-12,0.45,0.43,0.47,0.35,0.4,0.4,0.31,1.22,1.5899999999999999
2021-12-18,2.71,2021-12-18,2021,12,0,False,2021-12,0.42,0.4,0.45,0.34,0.36,0.43,0.31,1.15,1.56
2021-12-24,2.78,2021-12-24,2021,12,0,False,2021-12,0.43,0.4,0.47,0.35,0.4,0.43,0.31,1.22,1.57
2022-01-04,3.06,2022-01-04,2022,1,1,False,2022-01,0.57,0.55,0.46,0.35,0.39,0.43,0.31,1.2000000000000002,1.86
2022-01-13,2.99,2022-01-13,2022,1,1,False,2022-01,0.5,0.52,0.46,0.35,0.39,0.47,0.31,1.2000000000000002,1.8
2022-01-18,2.95,2022-01-18,2022,1,1,False,2022-01,0.5,0.49,0.47,0.36,0.4,0.43,0.31,1.23,1.73
2022-01-24,3.12,2022-01-24,2022,1,1,False,2022-01,0.53,0.49,0.5,0.36,0.43,0.47,0.34,1.29,1.83
2022-02-12,2.85,2022-02-12,2022,2,1,False,2022-02,0.43,0.42,0.46,0.36,0.39,0.47,0.34,1.21,1.66
2022-02-17,3.07,2022-02-17,2022,2,1,False,2022-02,0.47,0.51,0.47,0.39,0.43,0.47,0.34,1.29,1.79
2022-02-23,3.03,2022-02-23,2022,2,1,False,2022-02,0.49,0.52,0.47,0.36,0.4,0.47,0.34,1.23,1.82
2022-03-09,2.81,2022-03-09,2022,3,1,False,2022-03,0.46,0.49,0.4,0.35,0.31,0.47,0.34,1.06,1.76
2022-03-13,2.6,2022-03-13,2022,3,1,False,2022-03,0.4,0.39,0.41,0.36,0.31,0.43,0.31,1.08,1.53
2022-03-21,2.57,2022-03-21,2022,3,1,False,2022-03,0.41,0.41,0.37,0.33,0.31,0.43,0.31,1.01,1.5599999999999998
2022-03-26,2.58,2022-03-26,2022,3,1,False,2022-03,0.37,0.36,0.4,0.36,0.31,0.43,0.34,1.07,1.5
2022-04-04,2.87,2022-04-04,2022,4,1,False,2022-04,0.47,0.46,0.37,0.39,0.36,0.47,0.37,1.12,1.7699999999999998
2022-04-11,2.57,2022-04-11,2022,4,1,False,2022-04,0.4,0.33,0.35,0.35,0.33,0.47,0.34,1.03,1.54
2022-04-18,2.59,2022-04-18,2022,4,1,False,2022-04,0.39,0.33,0.36,0.36,0.35,0.47,0.34,1.0699999999999998,1.53
2022-04-25,2.87,2022-04-25,2022,4,1,False,2022-04,0.43,0.38,0.39,0.41,0.4,0.5,0.37,1.2000000000000002,1.6800000000000002
2022-05-08,2.79,2022-05-08,2022,5,1,False,2022-05,0.42,0.36,0.37,0.4,0.38,0.5,0.37,1.15,1.65
2022-05-18,2.75,2022-05-18,2022,5,1,False,2022-05,0.39,0.33,0.39,0.42,0.39,0.47,0.37,1.2000000000000002,1.5599999999999998
2022-05-27,2.67,2022-05-27,2022,5,1,False,2022-05,0.41,0.36,0.37,0.37,0.36,0.47,0.34,1.1,1.58
2022-06-07,2.72,2022-06-07,2022,6,1,False,2022-06,0.41,0.35,0.39,0.4,0.36,0.47,0.34,1.15,1.57
2022-06-22,2.53,2022-06-22,2022,6,1,False,2022-06,0.39,0.33,0.36,0.32,0.32,0.47,0.34,1.0,1.53
2022-07-07,2.5,2022-07-07,2022,7,1,False,2022-07,0.39,0.33,0.37,0.31,0.33,0.43,0.34,1.01,1.49
2022-07-22,2.65,2022-07-22,2022,7,1,False,2022-07,0.4,0.35,0.38,0.33,0.32,0.5,0.37,1.03,1.62
2022-08-07,2.58,2022-08-07,2022,8,1,False,2022-08,0.4,0.33,0.38,0.33,0.33,0.47,0.34,1.04,1.54
2022-08-22,2.53,2022-08-22,2022,8,1,False,2022-08,0.38,0.34,0.38,0.33,0.33,0.43,0.34,1.04,1.49
2022-09-07,2.51,2022-09-07,2022,9,1,False,2022-09,0.37,0.34,0.38,0.32,0.33,0.43,0.34,1.03,1.48
2022-09-21,2.45,2022-09-21,2022,9,1,False,2022-09,0.36,0.35,0.38,0.33,0.32,0.4,0.31,1.03,1.42
2022-10-09,1.4,2022-10-09,2022,10,1,False,2022-10,0.39,0.33,0.0,0.0,0.0,0.4,0.28,0.0,1.4
2022-10-21,2.62,2022-10-21,2022,10,1,False,2022-10,0.45,0.44,0.36,0.31,0.32,0.43,0.31,0.99,1.63
2022-11-04,2.44,2022-11-04,2022,11,1,False,2022-11,0.37,0.33,0.39,0.34,0.3,0.4,0.31,1.03,1.4100000000000001
2022-11-11,2.67,2022-11-11,2022,11,1,False,2022-11,0.47,0.46,0.38,0.34,0.31,0.4,0.31,1.03,1.6400000000000001
2022-11-18,2.48,2022-11-18,2022,11,1,False,2022-11,0.43,0.4,0.37,0.31,0.32,0.37,0.28,1.0,1.48
2022-11-25,2.54,2022-11-25,2022,11,1,False,2022-11,0.43,0.4,0.37,0.32,0.31,0.4,0.31,1.0,1.54
2022-12-04,2.53,2022-12-04,2022,12,1,False,2022-12,0.43,0.38,0.38,0.31,0.32,0.4,0.31,1.01,1.52
2022-12-09,2.6,2022-12-09,2022,12,1,False,2022-12,0.44,0.44,0.37,0.32,0.32,0.4,0.31,1.01,1.5899999999999999
2022-12-16,2.41,2022-12-16,2022,12,1,False,2022-12,0.37,0.39,0.37,0.31,0.32,0.37,0.28,1.0,1.4100000000000001
2022-12-23,1.42,2022-12-23,2022,12,1,False,2022-12,0.4,0.37,0.0,0.0,0.0,0.37,0.28,0.0,1.42
2023-01-02,2.64,2023-01-02,2023,1,2,False,2023-01,0.43,0.46,0.37,0.34,0.33,0.4,0.31,1.04,1.6
2023-01-08,2.75,2023-01-08,2023,1,2,False,2023-01,0.51,0.51,0.35,0.3,0.31,0.43,0.34,0.96,1.79
2023-01-15,2.47,2023-01-15,2023,1,2,False,2023-01,0.36,0.34,0.4,0.33,0.33,0.4,0.31,1.06,1.4100000000000001
2023-01-27,2.79,2023-01-27,2023,1,2,False,2023-01,0.45,0.46,0.41,0.37,0.33,0.43,0.34,1.11,1.68
2023-02-02,2.65,2023-02-02,2023,2,2,False,2023-02,0.44,0.44,0.36,0.3,0.31,0.43,0.37,0.97,1.68
2023-02-09,2.71,2023-02-09,2023,2,2,False,2023-02,0.46,0.47,0.37,0.31,0.33,0.43,0.34,1.01,1.7
2023-02-16,2.69,2023-02-16,2023,2,2,False,2023-02,0.43,0.46,0.37,0.31,0.32,0.43,0.37,1.0,1.69
2023-02-23,2.68,2023-02-23,2023,2,2,False,2023-02,0.45,0.43,0.37,0.3,0.32,0.47,0.34,0.99,1.69
2023-03-03,2.56,2023-03-03,2023,3,2,False,2023-03,0.43,0.39,0.36,0.3,0.31,0.43,0.34,0.97,1.59
2023-03-11,2.48,2023-03-11,2023,3,2,False,2023-03,0.4,0.34,0.35,0.3,0.32,0.43,0.34,0.97,1.51
2023-03-19,2.59,2023-03-19,2023,3,2,False,2023-03,0.43,0.43,0.35,0.31,0.33,0.4,0.34,0.99,1.6
2023-03-26,2.39,2023-03-26,2023,3,2,False,2023-03,0.39,0.34,0.34,0.3,0.31,0.4,0.31,0.95,1.44
2023-04-03,2.48,2023-04-03,2023,4,2,False,2023-04,0.4,0.34,0.35,0.31,0.31,0.43,0.34,0.97,1.51
2023-04-10,2.57,2023-04-10,2023,4,2,False,2023-04,0.43,0.41,0.34,0.3,0.32,0.43,0.34,0.96,1.6099999999999999
2023-04-17,2.55,2023-04-17,2023,4,2,False,2023-04,0.4,0.35,0.38,0.32,0.33,0.43,0.34,1.03,1.52
2023-04-23,2.6,2023-04-23,2023,4,2,False,2023-04,0.46,0.37,0.36,0.31,0.33,0.43,0.34,1.0,1.6
2023-05-05,2.55,2023-05-05,2023,5,2,False,2023-05,0.41,0.35,0.37,0.32,0.33,0.43,0.34,1.02,1.53
2023-05-12,2.62,2023-05-12,2023,5,2,False,2023-05,0.4,0.33,0.47,0.35,0.36,0.4,0.31,1.18,1.44
2023-05-21,2.61,2023-05-21,2023,5,2,False,2023-05,0.47,0.38,0.36,0.33,0.33,0.43,0.31,1.02,1.5899999999999999
2023-06-06,2.74,2023-06-06,2023,6,2,False,2023-06,0.48,0.39,0.39,0.32,0.35,0.47,0.34,1.06,1.68
2023-06-20,2.81,2023-06-20,2023,6,2,False,2023-06,0.42,0.42,0.48,0.35,0.43,0.4,0.31,1.26,1.5499999999999998
2023-07-06,2.78,2023-07-06,2023,7,2,False,2023-07,0.39,0.38,0.44,0.37,0.43,0.43,0.34,1.24,1.54
2023-07-20,3.01,2023-07-20,2023,7,2,False,2023-07,0.43,0.4,0.45,0.45,0.47,0.47,0.34,1.37,1.6400000000000001
2023-08-11,2.25,2023-08-11,2023,8,2,False,2023-08,0.37,0.33,0.34,0.36,0.26,0.34,0.25,0.96,1.29
2023-08-21,2.29,2023-08-21,2023,8,2,False,2023-08,0.4,0.33,0.34,0.37,0.26,0.34,0.25,0.97,1.32
2023-09-04,2.32,2023-09-04,2023,9,2,False,2023-09,0.41,0.37,0.33,0.36,0.26,0.34,0.25,0.95,1.37
2023-09-20,2.21,2023-09-20,2023,9,2,False,2023-09,0.37,0.31,0.32,0.35,0.27,0.34,0.25,0.94,1.27
2023-10-08,2.22,2023-10-08,2023,10,2,False,2023-10,0.4,0.39,0.29,0.34,0.27,0.31,0.22,0.9,1.32
2023-10-22,2.39,2023-10-22,2023,10,2,False,2023-10,0.47,0.42,0.29,0.34,0.28,0.34,0.25,0.91,1.48
2023-11-12,1.9,2023-11-12,2023,11,2,False,2023-11,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.8,1.1
2023-11-20,2.6,2023-11-20,2023,11,2,False,2023-11,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.7
2023-11-26,2.1,2023-11-26,2023,11,2,False,2023-11,0.4,0.4,0.3,0.2,0.3,0.3,0.2,0.8,1.3
2023-12-04,2.9,2023-12-04,2023,12,2,False,2023-12,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,2.0
2023-12-09,2.3,2023-12-09,2023,12,2,False,2023-12,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.4000000000000001
2023-12-18,2.4,2023-12-18,2023,12,2,False,2023-12,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2023-12-25,2.6,2023-12-25,2023,12,2,False,2023-12,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.7
2024-01-02,2.4,2024-01-02,2024,1,3,False,2024-01,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2024-01-09,2.4,2024-01-09,2024,1,3,False,2024-01,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2024-01-18,2.4,2024-01-18,2024,1,3,False,2024-01,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2024-01-25,2.6,2024-01-25,2024,1,3,False,2024-01,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.7
2024-02-04,2.3,2024-02-04,2024,2,3,False,2024-02,0.5,0.5,0.3,0.2,0.3,0.3,0.2,0.8,1.5
2024-02-15,2.2,2024-02-15,2024,2,3,False,2024-02,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2024-02-20,2.1,2024-02-20,2024,2,3,False,2024-02,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.2
2024-02-25,2.4,2024-02-25,2024,2,3,False,2024-02,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2024-03-03,2.2,2024-03-03,2024,3,3,False,2024-03,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2024-03-10,2.4,2024-03-10,2024,3,3,False,2024-03,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2024-03-18,2.0,2024-03-18,2024,3,3,False,2024-03,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-03-25,2.2,2024-03-25,2024,3,3,False,2024-03,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2024-04-10,2.0,2024-04-10,2024,4,3,False,2024-04,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-04-18,2.0,2024-04-18,2024,4,3,False,2024-04,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-04-25,2.0,2024-04-25,2024,4,3,False,2024-04,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-05-05,2.0,2024-05-05,2024,5,3,False,2024-05,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-05-10,2.2,2024-05-10,2024,5,3,False,2024-05,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.8999999999999999,1.2999999999999998
2024-05-20,2.0,2024-05-20,2024,5,3,False,2024-05,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-06-07,2.0,2024-06-07,2024,6,3,False,2024-06,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-06-20,2.1,2024-06-20,2024,6,3,False,2024-06,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.2
2024-07-07,2.2,2024-07-07,2024,7,3,False,2024-07,0.4,0.3,0.4,0.3,0.3,0.3,0.2,1.0,1.2
2024-07-20,2.2,2024-07-20,2024,7,3,False,2024-07,0.4,0.3,0.4,0.3,0.3,0.3,0.2,1.0,1.2
2024-08-07,2.4,2024-08-07,2024,8,3,False,2024-08,0.4,0.3,0.5,0.4,0.3,0.3,0.2,1.2,1.2
2024-08-20,2.1,2024-08-20,2024,8,3,False,2024-08,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.2
2024-09-05,2.2,2024-09-05,2024,9,3,False,2024-09,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.3
2024-09-19,2.2,2024-09-19,2024,9,3,False,2024-09,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.3
2024-10-09,2.4,2024-10-09,2024,10,3,False,2024-10,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.5
2024-10-23,2.2,2024-10-23,2024,10,3,False,2024-10,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2024-11-03,2.4,2024-11-03,2024,11,3,False,2024-11,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.5
2024-11-09,2.6,2024-11-09,2024,11,3,False,2024-11,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.7
2024-11-17,2.0,2024-11-17,2024,11,3,False,2024-11,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2024-11-24,2.5,2024-11-24,2024,11,3,False,2024-11,0.6,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.6
2024-12-03,2.2,2024-12-03,2024,12,3,False,2024-12,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2024-12-10,2.4,2024-12-10,2024,12,3,False,2024-12,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2024-12-18,2.3,2024-12-18,2024,12,3,False,2024-12,0.5,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.4000000000000001
2024-12-25,2.6,2024-12-25,2024,12,3,False,2024-12,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.7
2025-01-05,2.4,2025-01-05,2025,1,4,False,2025-01,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2025-01-11,2.4,2025-01-11,2025,1,4,False,2025-01,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2025-01-16,2.5,2025-01-16,2025,1,4,False,2025-01,0.6,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.6
2025-01-22,2.2,2025-01-22,2025,1,4,False,2025-01,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-02-02,2.2,2025-02-02,2025,2,4,False,2025-02,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-02-09,2.4,2025-02-09,2025,2,4,False,2025-02,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2025-02-16,2.3,2025-02-16,2025,2,4,False,2025-02,0.5,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.4000000000000001
2025-02-23,2.2,2025-02-23,2025,2,4,False,2025-02,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-03-03,2.2,2025-03-03,2025,3,4,False,2025-03,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-03-10,2.6,2025-03-10,2025,3,4,False,2025-03,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.7
2025-03-18,2.1,2025-03-18,2025,3,4,False,2025-03,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.2
2025-04-03,2.2,2025-04-03,2025,4,4,False,2025-04,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-04-10,2.2,2025-04-10,2025,4,4,False,2025-04,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-04-25,2.0,2025-04-25,2025,4,4,False,2025-04,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2025-05-06,2.0,2025-05-06,2025,5,4,False,2025-05,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2025-06-05,2.1,2025-06-05,2025,6,4,False,2025-06,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.2
2025-06-20,1.9,2025-06-20,2025,6,4,False,2025-06,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.0
2025-07-06,1.9,2025-07-06,2025,7,4,False,2025-07,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.0
2025-07-19,1.9,2025-07-19,2025,7,4,False,2025-07,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.0
2025-08-04,2.0,2025-08-04,2025,8,4,False,2025-08,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2025-08-20,2.0,2025-08-20,2025,8,4,False,2025-08,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2025-09-04,2.1,2025-09-04,2025,9,4,False,2025-09,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.2
2025-09-20,2.0,2025-09-20,2025,9,4,False,2025-09,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2025-10-10,2.0,2025-10-10,2025,10,4,False,2025-10,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2025-10-23,2.2,2025-10-23,2025,10,4,False,2025-10,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-11-03,2.2,2025-11-03,2025,11,4,False,2025-11,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2025-11-10,2.1,2025-11-10,2025,11,4,False,2025-11,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.2
2025-11-18,2.0,2025-11-18,2025,11,4,False,2025-11,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2025-11-25,2.1,2025-11-25,2025,11,4,False,2025-11,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.2
2025-12-03,1.9,2025-12-03,2025,12,4,False,2025-12,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.0
2025-12-10,2.2,2025-12-10,2025,12,4,False,2025-12,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.8999999999999999,1.3
2025-12-27,2.0,2025-12-27,2025,12,4,False,2025-12,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.8999999999999999,1.0999999999999999
2026-01-03,2.2,2026-01-03,2026,1,5,False,2026-01,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2026-01-09,2.1,2026-01-09,2026,1,5,False,2026-01,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.8999999999999999,1.2
2026-01-18,2.0,2026-01-18,2026,1,5,False,2026-01,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.8999999999999999,1.0999999999999999
2026-01-26,2.2,2026-01-26,2026,1,5,False,2026-01,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2026-02-02,2.3,2026-02-02,2026,2,5,False,2026-02,0.5,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.4000000000000001
2026-02-09,2.4,2026-02-09,2026,2,5,False,2026-02,0.5,0.5,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.5
2026-02-21,2.6,2026-02-21,2026,2,5,False,2026-02,0.6,0.6,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.7
2026-02-26,2.0,2026-02-26,2026,2,5,False,2026-02,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2026-03-05,2.0,2026-03-05,2026,3,5,False,2026-03,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.1
2026-03-12,2.2,2026-03-12,2026,3,5,False,2026-03,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.3
2026-03-19,1.9,2026-03-19,2026,3,5,False,2026-03,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.8999999999999999,1.0
